full_name;job_titel_ID;overtime_minuteses;final_payment;paymen_date
Omar Hayes;3;2;0;24.04.2024
Dora Johnston;4;2;2;24.04.2024
Marcus Kiehn;5;1;5;24.04.2024
Ramona Frami;6;3;4;24.04.2024
Cecelia Robel Sr.;7;5;0;24.04.2024
Miss Casey Trantow;8;1;1;24.04.2024
Hugh Effertz;9;2;0;24.04.2024
Dr. Richard Huels;10;5;5;24.04.2024
Lyle Kemmer;1;0;3;24.04.2024
Kathy Sporer;2;5;2;24.04.2024
Louis Koepp;3;4;2;24.04.2024
Terrence McCullough;4;0;2;24.04.2024
Elias Schmidt;5;5;2;24.04.2024
Juana Daugherty;6;0;5;24.04.2024
Stacey Krajcik;7;5;1;24.04.2024
Karl KreigerLittle;8;0;3;24.04.2024
Laverne Kerluke;9;0;5;24.04.2024
Dr. Dianna Ziemann I;10;2;2;24.04.2024
Aubrey O'ConnellMoen;1;1;5;24.04.2024
Chester Breitenberg;2;2;3;24.04.2024
Kevin Jones;3;3;5;24.04.2024
John Waelchi V;4;0;1;24.04.2024
Vernon McClure II;5;1;3;24.04.2024
Gail Hessel;6;0;1;24.04.2024
Pat Grant;7;3;1;24.04.2024
Leo Quigley;8;0;3;24.04.2024
Nichole Fahey;9;3;1;24.04.2024
Shari Anderson;10;5;1;24.04.2024
Hazel Herman;1;4;1;24.04.2024
Vera Crona;2;1;1;24.04.2024
Bessie Auer V;3;5;5;24.04.2024
Kristina Klocko;4;3;3;24.04.2024
Hattie Von;5;5;3;24.04.2024
Stella Olson;6;1;1;24.04.2024
Ora Mante;7;3;1;24.04.2024
Melody Beatty;8;5;2;24.04.2024
Jimmie Rogahn;9;3;1;24.04.2024
Rufus Weimann;10;2;2;24.04.2024
Moses Kutch;1;3;5;24.04.2024
Lisa Oberbrunner;2;2;0;24.04.2024
William Gleason;3;5;4;24.04.2024
Delbert Medhurst;4;4;0;24.04.2024
Jaime KozeyLynch;5;4;1;24.04.2024
Becky Runolfsdottir;6;3;3;24.04.2024
Dr. Eugene McCullough Jr.;7;0;0;24.04.2024
Darin Murazik;8;1;4;24.04.2024
Miss Sharon Franey;9;5;0;24.04.2024
Santiago Koss;10;4;3;24.04.2024
Vernon Schaefer;1;5;3;24.04.2024
April Lowe Jr.;2;4;1;24.04.2024
Genevieve Schimmel;3;4;0;24.04.2024
Meredith Runte;4;0;3;24.04.2024
Natalie Crist;5;5;5;24.04.2024
Susan Tillman;6;4;2;24.04.2024
Armando Will;7;4;1;24.04.2024
Grant Reilly;8;3;2;24.04.2024
Carmen Adams;9;0;2;24.04.2024
Elsa Baumbach;10;4;0;24.04.2024
Miss Patsy Walker;1;0;4;24.04.2024
Jermaine Haley;2;2;3;24.04.2024
Mitchell Pouros;3;5;4;24.04.2024
Nathaniel Legros III;4;2;4;24.04.2024
Dr. Nina Lindgren Sr.;5;3;3;24.04.2024
Domingo Nikolaus IV;6;5;4;24.04.2024
Victor Gislason;7;2;4;24.04.2024
Jeannette King;8;5;1;24.04.2024
Dana Yundt PhD;9;2;0;24.04.2024
Roy Schulist;10;4;1;24.04.2024
Lisa Stamm;1;2;5;24.04.2024
Vickie Howe;2;0;5;24.04.2024
Lance Brakus;3;5;1;24.04.2024
Colin Feest;4;0;4;24.04.2024
Kayla Steuber;5;4;0;24.04.2024
Ed Brown;6;0;1;24.04.2024
Mrs. Alberta Nienow MD;7;0;2;24.04.2024
Cecelia Gerhold;8;5;3;24.04.2024
Angela Dibbert;9;0;4;24.04.2024
Gertrude Feest Jr.;10;2;4;24.04.2024
Sherry Reinger;1;4;2;24.04.2024
Ms. Doris DuBuque PhD;2;1;5;24.04.2024
Roberto Friesen III;3;3;2;24.04.2024
Marjorie Bogisich I;4;1;5;24.04.2024
Karen Greenfelder;5;1;0;24.04.2024
Mae Parisian;6;0;3;24.04.2024
Bobby McDermott;7;4;2;24.04.2024
Grady Sporer;8;5;1;24.04.2024
Rickey Halvorson;9;4;2;24.04.2024
Kelly BlickVon;10;1;1;24.04.2024
Carrie Maggio Sr.;1;0;5;24.04.2024
Mrs. Jamie Friesen;2;5;4;24.04.2024
Katherine Marvin DDS;3;2;4;24.04.2024
Oscar Bins;4;0;0;24.04.2024
Dr. Josh Satterfield;5;0;0;24.04.2024
Lorene Marvin;6;2;3;24.04.2024
Pat Corkery;7;0;5;24.04.2024
Valerie Turner;8;5;4;24.04.2024
Olga Blick;9;2;0;24.04.2024
Marcos Schamberger;10;2;5;24.04.2024
Ian Davis;1;5;4;24.04.2024
Winifred Stracke;2;0;2;24.04.2024
Shelly Abshire;3;3;3;24.04.2024
Elbert Boyer;4;1;5;24.04.2024
Eugene Pollich;5;3;1;24.04.2024
Shirley VonRueden;6;3;3;24.04.2024
Zachary Sanford;7;5;3;24.04.2024
Lorraine Ebert;8;4;4;24.04.2024
Derek Durgan;9;1;0;24.04.2024
Mr. Guy Hermann;10;0;2;24.04.2024
Jeremiah Turner IV;1;3;2;24.04.2024
Catherine Schuppe;2;3;3;24.04.2024
Stacy Stanton;3;1;3;24.04.2024
Marty Simonis;4;5;3;24.04.2024
Jason Moen;5;5;4;24.04.2024
Beatrice Braun;6;5;0;24.04.2024
Jeannette HeathcotePaucek;7;1;4;24.04.2024
Kelly Trantow;8;5;5;24.04.2024
Cassandra Champlin;9;1;4;24.04.2024
Erika Harris;10;0;3;24.04.2024
Alfonso Feeney;1;2;5;24.04.2024
Daniel Kessler;2;5;3;24.04.2024
Dr. Clayton Hirthe;3;1;0;24.04.2024
Constance Hirthe;4;0;5;24.04.2024
Lela Wintheiser PhD;5;0;4;24.04.2024
Mr. Sheldon Ondricka;6;2;1;24.04.2024
Lawrence Barrows;7;5;2;24.04.2024
Miss Mattie Breitenberg;8;1;3;24.04.2024
Seth Abbott;9;2;4;24.04.2024
Rolando Rosenbaum;10;5;3;24.04.2024
Dr. Leland Kirlin;1;1;0;24.04.2024
Terry Oberbrunner;2;2;2;24.04.2024
Angelica Champlin;3;2;5;24.04.2024
Donald RomagueraHudson;4;1;2;24.04.2024
Dr. Guadalupe Robel;5;2;3;24.04.2024
Anne Nader;6;1;1;24.04.2024
Ms. Janet Denesik DDS;7;5;0;24.04.2024
Vernon Kerluke;8;0;0;24.04.2024
Roland Abernathy;9;4;1;24.04.2024
Nelson Dooley;10;4;2;24.04.2024
Renee Lynch;1;0;2;24.04.2024
Jessie VonRueden;2;3;2;24.04.2024
Olive Wiegand;3;0;1;24.04.2024
Alan Runte MD;4;1;2;24.04.2024
Gregg Dickens;5;4;2;24.04.2024
Brendan Gorczany;6;2;0;24.04.2024
Kimberly Hermann;7;4;0;24.04.2024
William Koelpin;8;0;3;24.04.2024
Julia GottliebBarrows;9;5;1;24.04.2024
Jerry Gutmann;10;0;5;24.04.2024
Mrs. Lorene Dooley;1;0;2;24.04.2024
Katherine Littel;2;1;3;24.04.2024
Mrs. Chelsea Collier IV;3;2;3;24.04.2024
Vivian Prohaska;4;2;5;24.04.2024
Hannah Schowalter;5;2;1;24.04.2024
Albert Dooley;6;4;5;24.04.2024
Marcus Tillman;7;5;2;24.04.2024
Dr. Simon Pagac;8;2;5;24.04.2024
Gwen Volkman DDS;9;4;2;24.04.2024
Wilma Crist;10;4;2;24.04.2024
Bobbie Konopelski;1;2;3;24.04.2024
Connie Reinger;2;3;0;24.04.2024
Billy Koch;3;4;1;24.04.2024
Dr. Dean Ferry;4;2;0;24.04.2024
Wendell Reilly;5;0;3;24.04.2024
Miss Inez Brekke;6;3;3;24.04.2024
Rickey Koelpin;7;3;5;24.04.2024
Kristopher Cummings;8;1;0;24.04.2024
Arturo Jakubowski;9;2;1;24.04.2024
Ms. Katie White DDS;10;4;1;24.04.2024
Sonia Tromp;1;3;3;24.04.2024
Tim O'Connell;2;4;1;24.04.2024
Dr. Tom Larson;3;4;4;24.04.2024
Arlene Pfannerstill;4;4;1;24.04.2024
Jeremiah Ankunding;5;2;1;24.04.2024
Matt Schuster;6;4;5;24.04.2024
Yolanda Mayer;7;5;0;24.04.2024
Sue Parker;8;2;0;24.04.2024
Jessica Cremin;9;3;1;24.04.2024
Dr. Wallace Carroll;10;4;2;24.04.2024
Edna Thompson;1;1;3;24.04.2024
Elizabeth Satterfield;2;1;4;24.04.2024
Lila Homenick;3;5;4;24.04.2024
Clifford Streich II;4;1;5;24.04.2024
Jonathan Bartell;5;5;4;24.04.2024
Nellie Beier;6;5;4;24.04.2024
Mrs. Lucia Crist;7;2;1;24.04.2024
Dr. Suzanne Christiansen;8;4;2;24.04.2024
Aaron Fahey;9;0;5;24.04.2024
Elaine Wilderman;10;5;0;24.04.2024
Grace Ziemann;1;2;2;24.04.2024
Lana Rowe;2;2;4;24.04.2024
Rose Jacobi;3;1;5;24.04.2024
Cesar Braun;4;3;3;24.04.2024
Tara Mills;5;4;5;24.04.2024
Violet Waters;6;2;5;24.04.2024
Dr. Floyd Keebler Sr.;7;0;2;24.04.2024
Dr. Ira Jones;8;5;2;24.04.2024
Angie Doyle II;9;3;1;24.04.2024
Matthew Donnelly;10;4;3;24.04.2024
Lynne Kautzer;1;4;2;24.04.2024
Mr. Johnathan Harris;2;5;2;24.04.2024
Casey Goyette;3;2;1;24.04.2024
Tyrone Doyle;4;0;2;24.04.2024
Alton Boyer Jr.;5;2;4;24.04.2024
Ms. Brooke Thompson;6;2;4;24.04.2024
Maggie Effertz;7;0;3;24.04.2024
Ms. Joanne Reichel;8;2;4;24.04.2024
Bill Hessel;9;3;5;24.04.2024
Paulette Hermiston;10;4;2;24.04.2024
Duane Gutkowski;1;0;0;24.04.2024
Percy Mertz;2;3;0;24.04.2024
Jose Turner;3;1;0;24.04.2024
Suzanne Hahn;4;5;2;24.04.2024
Brooke Bechtelar;5;4;1;24.04.2024
Susie Huel;6;5;3;24.04.2024
Joanne Kreiger;7;3;4;24.04.2024
Dennis Armstrong;8;0;2;24.04.2024
Ms. Olive MillerBailey;9;2;0;24.04.2024
Maurice Hilll;10;1;4;24.04.2024
Camille Veum;1;2;3;24.04.2024
Marian WaelchiPouros;2;0;1;24.04.2024
Alfred Koepp;3;3;0;24.04.2024
Sheila Leuschke;4;5;4;24.04.2024
Miss Monique Buckridge;5;3;1;24.04.2024
Jermaine Hyatt;6;4;5;24.04.2024
Arturo Larson;7;2;5;24.04.2024
Dr. Mamie Upton;8;1;3;24.04.2024
Mr. Pete Wehner;9;5;3;24.04.2024
Shelia Torp;10;5;3;24.04.2024
Johnnie KundeMedhurst;1;4;0;24.04.2024
Irvin Erdman;2;4;0;24.04.2024
Joseph Berge;3;0;4;24.04.2024
Harvey Wyman;4;4;2;24.04.2024
Willis Langosh;5;4;3;24.04.2024
Clifford Swaniawski;6;2;1;24.04.2024
Meghan Jakubowski;7;4;0;24.04.2024
Jan Beer;8;3;3;24.04.2024
Ramona Murphy;9;0;2;24.04.2024
Gregory JakubowskiKuphal;10;5;5;24.04.2024
Amanda Goyette;1;0;4;24.04.2024
Damon Schoen;2;4;2;24.04.2024
Trevor Murray;3;5;4;24.04.2024
Dr. Ross Hegmann;4;4;2;24.04.2024
Courtney Pouros;5;4;5;24.04.2024
Bobby Nader;6;5;2;24.04.2024
Marco Steuber;7;1;5;24.04.2024
Dr. Shelly Quigley;8;0;5;24.04.2024
Boyd RueckerPacocha;9;4;1;24.04.2024
Mack Altenwerth II;10;2;4;24.04.2024
Loren Rice;1;5;0;24.04.2024
Clyde Parker;2;2;0;24.04.2024
Yolanda Hegmann;3;3;3;24.04.2024
Katrina Langworth;4;1;4;24.04.2024
Gordon Hills;5;4;4;24.04.2024
Steven Barrows;6;4;0;24.04.2024
Mrs. Roxanne Doyle;7;0;4;24.04.2024
Alexandra Leffler;8;3;0;24.04.2024
Victor Baumbach;9;1;5;24.04.2024
Fernando Little;10;2;1;24.04.2024
Essie Rau;1;2;4;24.04.2024
Andres Kohler;2;3;0;24.04.2024
Gwendolyn Hettinger;3;0;0;24.04.2024
Dr. Marco Daniel;4;0;2;24.04.2024
Leonard Stracke;5;4;4;24.04.2024
Phyllis Terry;6;5;1;24.04.2024
Casey Funk IV;7;4;0;24.04.2024
Allison Miller;8;1;2;24.04.2024
Jeremiah Gerhold;9;1;5;24.04.2024
Dr. Marco Macejkovic;10;1;0;24.04.2024
Ms. Maxine McDermottHeathcote;1;1;1;24.04.2024
Leonard Hand;2;5;1;24.04.2024
Ms. Patty Wyman;3;0;2;24.04.2024
Benjamin Daniel II;4;4;5;24.04.2024
Debra ParkerLubowitz;5;0;5;24.04.2024
Shelly Braun;6;1;5;24.04.2024
Charlene Buckridge II;7;3;2;24.04.2024
Alfred Zemlak;8;1;3;24.04.2024
Ollie Nienow IV;9;3;3;24.04.2024
John Reinger;10;3;3;24.04.2024
Beatrice Runolfsdottir;1;3;1;24.04.2024
Alice Blick;2;1;5;24.04.2024
Amy Bahringer;3;3;1;24.04.2024
Blanca Reilly;4;1;2;24.04.2024
Shelly Schinner;5;1;4;24.04.2024
Dr. Lee Jaskolski;6;4;2;24.04.2024
Elvira Harris;7;2;3;24.04.2024
Santos Boyle;8;3;3;24.04.2024
Ed BergeHand;9;5;1;24.04.2024
Ervin Pfeffer;10;0;3;24.04.2024
Michael Schmeler PhD;1;0;3;24.04.2024
Dominic Medhurst MD;2;3;3;24.04.2024
Boyd O'Connell DDS;3;4;0;24.04.2024
Courtney Witting;4;2;0;24.04.2024
Silvia Doyle;5;2;2;24.04.2024
Erik Crona;6;3;5;24.04.2024
Theresa Langworth;7;4;4;24.04.2024
Dr. Alison Leannon;8;2;2;24.04.2024
Suzanne Von;9;2;4;24.04.2024
Delores Kutch;10;5;4;24.04.2024
Lance Batz;1;1;3;24.04.2024
Tommy Cassin;2;3;4;24.04.2024
Ed Lueilwitz;3;3;1;24.04.2024
Russell Schmeler;4;2;2;24.04.2024
Allan Labadie;5;3;3;24.04.2024
Nelson Gutmann;6;0;3;24.04.2024
Al Sauer;7;1;3;24.04.2024
Dr. Francis Buckridge;8;2;5;24.04.2024
Catherine ZulaufRussel;9;3;1;24.04.2024
Miranda DuBuque;10;3;1;24.04.2024
Angel Mann DDS;1;4;2;24.04.2024
Earl Lockman;2;0;0;24.04.2024
Dr. Franklin Oberbrunner;3;4;1;24.04.2024
Jermaine Walter III;4;1;5;24.04.2024
Virginia Johnston;5;0;1;24.04.2024
Douglas Abshire;6;1;1;24.04.2024
Guadalupe Dibbert III;7;0;0;24.04.2024
Elbert Donnelly;8;4;5;24.04.2024
Al Koch;9;2;3;24.04.2024
Dr. Claudia Heathcote;10;0;1;24.04.2024
Mrs. Delia Zemlak;1;2;4;24.04.2024
Preston Pagac;2;2;1;24.04.2024
Kyle Morar;3;1;1;24.04.2024
Miss Raquel Quitzon IV;4;0;4;24.04.2024
Tiffany Kunde;5;2;1;24.04.2024
Edward Christiansen I;6;2;1;24.04.2024
Stephanie Mosciski;7;4;5;24.04.2024
Charlie Shanahan;8;1;3;24.04.2024
Rudolph Dare;9;5;0;24.04.2024
Ivan Ferry;10;5;0;24.04.2024
Dr. Leroy Beer;1;1;5;24.04.2024
Stanley Kshlerin;2;3;1;24.04.2024
Luke WolfSchuster;3;5;0;24.04.2024
Mrs. Latoya KoelpinQuitzon;4;4;2;24.04.2024
Jan Hartmann;5;5;5;24.04.2024
Randolph Greenfelder;6;2;0;24.04.2024
Fernando Brown;7;2;1;24.04.2024
Myron Nitzsche;8;4;2;24.04.2024
Mrs. Winifred Dach;9;2;0;24.04.2024
Devin Wilderman;10;4;3;24.04.2024
Kay Gulgowski;1;0;5;24.04.2024
Derrick Cremin Jr.;2;4;5;24.04.2024
Lee Medhurst;3;5;0;24.04.2024
Willard Kshlerin;4;0;0;24.04.2024
Kim Beier;5;4;1;24.04.2024
Marvin Lowe;6;1;0;24.04.2024
Ron Medhurst;7;0;0;24.04.2024
Fredrick Ward;8;0;3;24.04.2024
Eva ProhaskaLegros;9;2;3;24.04.2024
Frederick Romaguera;10;4;4;24.04.2024
Brendan Stark;1;4;2;24.04.2024
Delia FeeneyDavis;2;3;1;24.04.2024
Jeffrey Kovacek;3;1;2;24.04.2024
Craig Rowe;4;3;4;24.04.2024
Verna Reilly;5;1;0;24.04.2024
Sylvester Kub;6;1;2;24.04.2024
Ms. Barbara NikolausKunde;7;4;1;24.04.2024
Mr. Felix Kreiger PhD;8;4;0;24.04.2024
Alfred Wisozk;9;0;5;24.04.2024
Salvador Murray;10;5;2;24.04.2024
Steve Streich;1;1;2;24.04.2024
Orlando Grimes I;2;1;0;24.04.2024
Wendy Ebert;3;4;2;24.04.2024
Glenda Conroy;4;4;1;24.04.2024
Arnold Heaney;5;3;3;24.04.2024
Mabel Emard;6;5;2;24.04.2024
Constance Becker;7;5;2;24.04.2024
Natalie Schumm;8;3;5;24.04.2024
Javier McGlynn PhD;9;1;1;24.04.2024
Loren Maggio;10;2;5;24.04.2024
Jerald Schroeder;1;3;0;24.04.2024
Dustin Abernathy;2;3;3;24.04.2024
Maureen Watsica;3;1;4;24.04.2024
Ms. Lucy Bednar;4;2;5;24.04.2024
Terrance Abbott;5;2;3;24.04.2024
Kellie Dickinson;6;4;2;24.04.2024
Ernestine Bogisich III;7;5;0;24.04.2024
Kay GulgowskiWillms;8;3;0;24.04.2024
Dallas Langosh;9;3;5;24.04.2024
Roy Orn;10;0;3;24.04.2024
Shannon Gleason;1;1;2;24.04.2024
Megan Heaney;2;2;2;24.04.2024
Dr. Herman Jacobs;3;2;5;24.04.2024
Mr. Jonathan Franecki I;4;0;4;24.04.2024
Ollie Robel;5;3;2;24.04.2024
Juanita Toy;6;3;5;24.04.2024
Bob O'KeefeGutmann;7;4;1;24.04.2024
Lynn Leffler;8;0;5;24.04.2024
Shaun Berge;9;4;1;24.04.2024
Gene Franecki Jr.;10;4;5;24.04.2024
Tracey Renner;1;4;2;24.04.2024
Ellen Casper;2;5;0;24.04.2024
Desiree Mosciski;3;4;1;24.04.2024
Dave Macejkovic;4;0;1;24.04.2024
Francis Feil;5;5;0;24.04.2024
Dana Schoen;6;4;2;24.04.2024
Homer ProhaskaSchowalter;7;2;4;24.04.2024
Harry Jacobson;8;5;3;24.04.2024
Candace Larkin;9;1;0;24.04.2024
Russell King IV;10;1;4;24.04.2024
Guy Reichert;1;4;3;24.04.2024
Bertha Medhurst;2;5;0;24.04.2024
Mae Smith;3;1;1;24.04.2024
Mattie Upton;4;0;0;24.04.2024
Bert Hills;5;4;2;24.04.2024
Mr. Joe Mayert;6;2;1;24.04.2024
Sophia Rolfson;7;4;1;24.04.2024
Lance Schultz;8;0;1;24.04.2024
Fannie Toy;9;0;4;24.04.2024
Mr. Archie Cole;10;5;5;24.04.2024
Kara Balistreri;1;3;3;24.04.2024
Allen Gerhold;2;5;0;24.04.2024
Eduardo Boehm;3;0;3;24.04.2024
Dale Ritchie;4;2;5;24.04.2024
Jim Gislason IV;5;2;2;24.04.2024
Brett Rolfson;6;4;5;24.04.2024
Natalie Collier;7;0;4;24.04.2024
Annette VonRueden;8;3;5;24.04.2024
Kathryn Kiehn;9;0;5;24.04.2024
Tamara Lubowitz;10;0;1;24.04.2024
Yvonne KovacekCummerata III;1;5;4;24.04.2024
Shelley Hackett;2;5;1;24.04.2024
Dr. Lynda Block;3;4;1;24.04.2024
Bill Carter MD;4;2;4;24.04.2024
Ida Schinner;5;1;5;24.04.2024
Lena Renner;6;3;2;24.04.2024
Mrs. June Hodkiewicz;7;0;4;24.04.2024
Claude Thiel;8;5;3;24.04.2024
Yvonne Gleichner MD;9;4;4;24.04.2024
Lance Rosenbaum I;10;2;3;24.04.2024
Percy Terry;1;1;3;24.04.2024
Miss Shannon RiceLeuschke;2;5;0;24.04.2024
Nettie Cartwright;3;0;5;24.04.2024
Johnnie Medhurst;4;3;5;24.04.2024
Emma Jones;5;2;1;24.04.2024
Javier Hane;6;2;1;24.04.2024
Lester Mann;7;4;3;24.04.2024
Frances Parisian;8;5;4;24.04.2024
Dr. Adrian Beer;9;2;3;24.04.2024
Bradley Botsford;10;0;1;24.04.2024
Darla Senger V;1;3;0;24.04.2024
Ginger Swaniawski;2;3;3;24.04.2024
Daryl Deckow;3;2;1;24.04.2024
Carole WindlerRutherford;4;4;0;24.04.2024
Phil Walter;5;5;1;24.04.2024
Gary Purdy Jr.;6;2;3;24.04.2024
Warren Beier;7;0;4;24.04.2024
Curtis Wiegand MD;8;2;2;24.04.2024
Santos Kris;9;3;4;24.04.2024
Jody Boyer;10;3;2;24.04.2024
Rickey Bergstrom;1;3;1;24.04.2024
Keith Stehr;2;0;0;24.04.2024
Aubrey Spinka;3;2;0;24.04.2024
Horace Nader;4;3;0;24.04.2024
Flora Zboncak I;5;0;0;24.04.2024
Amanda Gislason;6;2;3;24.04.2024
Ethel Leuschke PhD;7;3;3;24.04.2024
Catherine KuvalisMorissette;8;1;5;24.04.2024
Sheila KunzeWelch;9;0;5;24.04.2024
Rafael Hagenes;10;4;1;24.04.2024
Brooke O'ConnerKlein;1;0;0;24.04.2024
Jason King;2;2;2;24.04.2024
Heather Blanda I;3;0;4;24.04.2024
Heather Schoen;4;1;0;24.04.2024
Enrique Wiza;5;2;3;24.04.2024
Katie Harvey;6;1;1;24.04.2024
Brandon Bauch;7;3;2;24.04.2024
Danielle Kertzmann;8;3;0;24.04.2024
Arnold Durgan;9;3;5;24.04.2024
Irma Runolfsson;10;3;3;24.04.2024
Mrs. Carole Herman;1;2;1;24.04.2024
Darren Casper;2;2;0;24.04.2024
Darren Bartoletti;3;0;3;24.04.2024
Oliver Wilkinson;4;1;2;24.04.2024
Cecilia Becker PhD;5;2;2;24.04.2024
Debra Runte;6;1;5;24.04.2024
Lisa Wyman;7;0;5;24.04.2024
Dr. Jasmine Rogahn;8;0;4;24.04.2024
Irma Willms;9;1;0;24.04.2024
Mrs. Roxanne Corwin;10;1;1;24.04.2024
Allen Satterfield;1;3;5;24.04.2024
Mr. Delbert Kub MD;2;5;1;24.04.2024
Alicia Langworth;3;1;4;24.04.2024
Joy Towne;4;3;2;24.04.2024
Rochelle Kerluke II;5;2;5;24.04.2024
Winifred Hamill;6;1;4;24.04.2024
Sylvia Tillman;7;3;4;24.04.2024
Shawna Strosin;8;2;1;24.04.2024
Marshall Lebsack;9;3;1;24.04.2024
Agnes McLaughlin V;10;5;3;24.04.2024
Iris Lubowitz;1;5;1;24.04.2024
Jeffery Turner;2;0;4;24.04.2024
Karl Johnston;3;3;0;24.04.2024
Moses Weissnat;4;0;3;24.04.2024
Ms. Beverly Gutkowski;5;3;1;24.04.2024
Aaron Hartmann;6;4;1;24.04.2024
Mr. Mathew Schulist;7;0;1;24.04.2024
Dana Cummerata;8;0;4;24.04.2024
Rosemarie OrtizKoss;9;5;2;24.04.2024
Sabrina Becker;10;4;5;24.04.2024
Mr. Jeff Crist;1;5;5;24.04.2024
Rhonda Nolan;2;4;0;24.04.2024
Kerry Jerde;3;3;5;24.04.2024
Felicia Schoen;4;4;0;24.04.2024
Jonathan Torp;5;4;2;24.04.2024
Tom Schowalter;6;4;0;24.04.2024
Allen Baumbach;7;1;2;24.04.2024
Otis Stokes DDS;8;1;2;24.04.2024
Whitney Nicolas PhD;9;2;2;24.04.2024
Brett Stanton;10;1;4;24.04.2024
Marlene Pfannerstill;1;1;0;24.04.2024
Patty Skiles;2;1;1;24.04.2024
Marion Bosco;3;4;0;24.04.2024
Terrence Nolan;4;3;3;24.04.2024
Pearl Heathcote PhD;5;4;3;24.04.2024
Richard Cremin DDS;6;0;5;24.04.2024
Clarence Orn DVM;7;3;2;24.04.2024
Jimmie MacGyver;8;0;3;24.04.2024
Blanche Windler;9;0;4;24.04.2024
Jacob Wyman;10;3;3;24.04.2024
Miss Michele Moore;1;2;5;24.04.2024
Miguel Lakin;2;4;2;24.04.2024
Florence Cremin I;3;4;5;24.04.2024
Deborah Halvorson;4;0;3;24.04.2024
Winston Kirlin;5;5;2;24.04.2024
Edith Hodkiewicz;6;4;0;24.04.2024
Jacquelyn Corwin;7;4;2;24.04.2024
Olga Kshlerin;8;0;4;24.04.2024
Leslie Sipes;9;0;5;24.04.2024
Karl Anderson;10;5;1;24.04.2024
Mario Cartwright;1;3;0;24.04.2024
Allen Little;2;1;5;24.04.2024
Norma Jacobi;3;5;4;24.04.2024
Raquel Jerde;4;1;5;24.04.2024
Gerald Tremblay Jr.;5;3;4;24.04.2024
Lee Muller;6;3;0;24.04.2024
Barbara Schultz;7;5;1;24.04.2024
Heidi Wolf;8;2;4;24.04.2024
Scott HudsonShields;9;0;0;24.04.2024
Omar Cremin;10;5;4;24.04.2024
Janice Bode;1;2;4;24.04.2024
Cindy Rau;2;3;3;24.04.2024
Henrietta Anderson;3;4;3;24.04.2024
Kirk Kirlin Jr.;4;1;1;24.04.2024
Dr. Orville Beahan;5;5;4;24.04.2024
Elena Oberbrunner;6;4;4;24.04.2024
Yolanda Mueller;7;3;5;24.04.2024
Kristi Maggio;8;4;5;24.04.2024
Joseph Tillman I;9;0;2;24.04.2024
Myron Abernathy;10;2;4;24.04.2024
Rebecca Boehm;1;4;3;24.04.2024
Francisco Spinka;2;1;1;24.04.2024
Mr. Domingo Wyman;3;0;2;24.04.2024
Alison Ward;4;3;4;24.04.2024
Opal Dibbert;5;0;0;24.04.2024
Rosemary Wisoky;6;2;5;24.04.2024
Jaime Haag;7;5;4;24.04.2024
Dr. Terry Heidenreich;8;4;1;24.04.2024
Harold Bode;9;2;2;24.04.2024
Melissa Osinski;10;2;5;24.04.2024
Heather Carroll;1;5;5;24.04.2024
Clayton Runolfsdottir;2;5;3;24.04.2024
Hector Beatty;3;2;0;24.04.2024
Clark Langosh I;4;5;2;24.04.2024
Constance Bogan;5;5;2;24.04.2024
Dr. Jeremiah Goyette;6;0;3;24.04.2024
Oliver Hessel;7;0;2;24.04.2024
Jeremy Considine;8;5;1;24.04.2024
Joanna Zboncak;9;1;1;24.04.2024
Carole Huel;10;5;1;24.04.2024
Elsie Rosenbaum DVM;1;4;4;24.04.2024
Armando Stanton;2;3;1;24.04.2024
Van Crona Sr.;3;1;5;24.04.2024
Bessie Schumm;4;1;5;24.04.2024
Marjorie Bashirian;5;0;2;24.04.2024
Opal SchmidtCollier;6;2;2;24.04.2024
Kathleen Olson;7;4;2;24.04.2024
Ella Kuhn;8;3;2;24.04.2024
Johnathan Bechtelar;9;0;4;24.04.2024
Kimberly Quitzon;10;0;4;24.04.2024
Mitchell O'Keefe;1;5;4;24.04.2024
Bruce Murazik;2;0;4;24.04.2024
Blanca O'HaraRosenbaum;3;5;5;24.04.2024
Sadie Christiansen;4;0;5;24.04.2024
Jared Lang;5;2;1;24.04.2024
Albert Runte;6;1;5;24.04.2024
Brandy Hane;7;4;2;24.04.2024
Mr. Hugh Satterfield;8;4;5;24.04.2024
Candice Grimes;9;5;1;24.04.2024
Angelica Denesik;10;1;0;24.04.2024
Anne Conn;1;3;2;24.04.2024
Jeff Harber;2;4;1;24.04.2024
Mr. Carlos Stoltenberg;3;5;4;24.04.2024
Sylvester Krajcik;4;0;3;24.04.2024
Dallas Swaniawski;5;0;2;24.04.2024
Mr. Arturo Pfeffer;6;4;4;24.04.2024
May Hettinger;7;1;5;24.04.2024
Emmett Weimann;8;4;5;24.04.2024
Debbie Cummings;9;3;5;24.04.2024
Iris Kuvalis;10;4;0;24.04.2024
Al Turner PhD;1;4;3;24.04.2024
Tyrone Bechtelar;2;2;5;24.04.2024
Percy Steuber Sr.;3;1;2;24.04.2024
Nick Pollich;4;5;0;24.04.2024
Dr. Jason Moen;5;1;5;24.04.2024
Ms. Ora Feest;6;5;1;24.04.2024
Manuel Block;7;3;3;24.04.2024
Ronald Lind;8;0;3;24.04.2024
Ms. Judy Buckridge;9;3;5;24.04.2024
Michelle Cronin;10;2;1;24.04.2024
Violet Parker;1;4;2;24.04.2024
